개방자치단체코드,관리번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
4201000,202642010000800011,강원특별자치도 강릉시,강원특별자치도 강릉시 교동 159-53,강원특별자치도 강릉시 교동 159-53,생활방범,1,,,30,,033-640-5332,37.7590,128.893,2025-12-31,,2026-05-22 21:28:50,2026-05-21 16:29:41
4201000,202642010000800012,강원특별자치도 강릉시,강원특별자치도 강릉시 옥천동 364,강원특별자치도 강릉시 옥천동 364,생활방범,1,,,30,,033-640-5332,37.7547,128.899,2025-12-31,,2026-05-22 21:28:50,2026-05-21 16:29:41
4201000,202642010000800013,강원특별자치도 강릉시,강원특별자치도 강릉시 옥천동 364,강원특별자치도 강릉시 옥천동 364,생활방범,1,,,30,,033-640-5332,37.7547,128.899,2025-12-31,,2026-05-22 21:28:50,2026-05-21 16:29:41
4201000,202642010000800014,강원특별자치도 강릉시,강원특별자치도 강릉시 옥천동 364,강원특별자치도 강릉시 옥천동 364,생활방범,1,,,30,,033-640-5332,37.7547,128.899,2025-12-31,,2026-05-22 21:28:50,2026-05-21 16:29:41
4201000,202642010000800015,강원특별자치도 강릉시,강원특별자치도 강릉시 옥천동 103-7,강원특별자치도 강릉시 옥천동 103-7,생활방범,1,,,30,,033-640-5332,37.7566,128.901,2025-12-31,,2026-05-22 21:28:50,2026-05-21 16:29:41
4201000,202642010000800016,강원특별자치도 강릉시,강원특별자치도 강릉시 옥천동 103-7,강원특별자치도 강릉시 옥천동 103-7,생활방범,1,,,30,,033-640-5332,37.7566,128.901,2025-12-31,,2026-05-22 21:28:50,2026-05-21 16:29:41
4201000,202642010000800017,강원특별자치도 강릉시,강원특별자치도 강릉시 옥천동 103-7,강원특별자치도 강릉시 옥천동 103-7,생활방범,1,,,30,,033-640-5332,37.7566,128.901,2025-12-31,,2026-05-22 21:28:50,2026-05-21 16:29:41
4201000,202642010000800018,강원특별자치도 강릉시,강원특별자치도 강릉시 옥천동 103-7,강원특별자치도 강릉시 옥천동 103-7,생활방범,1,,,30,,033-640-5332,37.7566,128.901,2025-12-31,,2026-05-22 21:28:50,2026-05-21 16:29:41
4201000,202642010000800019,강원특별자치도 강릉시,강원특별자치도 강릉시 포남동 1153,강원특별자치도 강릉시 포남동 1153,생활방범,1,,,30,,033-640-5332,37.7646,128.905,2025-12-31,,2026-05-22 21:28:50,2026-05-21 16:29:41
4201000,202642010000800020,강원특별자치도 강릉시,강원특별자치도 강릉시 포남동 1153,강원특별자치도 강릉시 포남동 1153,생활방범,1,,,30,,033-640-5332,37.7646,128.905,2025-12-31,,2026-05-22 21:28:50,2026-05-21 16:29:41
4201000,202642010000800021,강원특별자치도 강릉시,강원특별자치도 강릉시 포남동 1153,강원특별자치도 강릉시 포남동 1153,생활방범,1,,,30,,033-640-5332,37.7646,128.905,2025-12-31,,2026-05-22 21:28:50,2026-05-21 16:29:41
4201000,202642010000800022,강원특별자치도 강릉시,강원특별자치도 강릉시 포남동 1153,강원특별자치도 강릉시 포남동 1153,생활방범,1,,,30,,033-640-5332,37.7646,128.905,2025-12-31,,2026-05-22 21:28:50,2026-05-21 16:29:41
4201000,202642010000800023,강원특별자치도 강릉시,강원특별자치도 강릉시 포남동 1005-359,강원특별자치도 강릉시 포남동 1005-359,생활방범,1,,,30,,033-640-5332,37.7620,128.909,2025-12-31,,2026-05-22 21:28:50,2026-05-21 16:29:41
4201000,202642010000800024,강원특별자치도 강릉시,강원특별자치도 강릉시 포남동 1005-359,강원특별자치도 강릉시 포남동 1005-359,생활방범,1,,,30,,033-640-5332,37.7620,128.909,2025-12-31,,2026-05-22 21:28:50,2026-05-21 16:29:41
4201000,202642010000800025,강원특별자치도 강릉시,강원특별자치도 강릉시 포남동 1005-359,강원특별자치도 강릉시 포남동 1005-359,생활방범,1,,,30,,033-640-5332,37.7620,128.909,2025-12-31,,2026-05-22 21:28:50,2026-05-21 16:29:41
4201000,202642010000800026,강원특별자치도 강릉시,강원특별자치도 강릉시 포남동 907-10,강원특별자치도 강릉시 포남동 907-10,생활방범,1,,,30,,033-640-5332,37.7596,128.906,2025-12-31,,2026-05-22 21:28:50,2026-05-21 16:29:41
4201000,202642010000800027,강원특별자치도 강릉시,강원특별자치도 강릉시 포남동 907-10,강원특별자치도 강릉시 포남동 907-10,생활방범,1,,,30,,033-640-5332,37.7596,128.906,2025-12-31,,2026-05-22 21:28:50,2026-05-21 16:29:41
4201000,202642010000800028,강원특별자치도 강릉시,강원특별자치도 강릉시 포남동 907-10,강원특별자치도 강릉시 포남동 907-10,생활방범,1,,,30,,033-640-5332,37.7596,128.906,2025-12-31,,2026-05-22 21:28:50,2026-05-21 16:29:41
4201000,202642010000800029,강원특별자치도 강릉시,강원특별자치도 강릉시 포남동 907-10,강원특별자치도 강릉시 포남동 907-10,생활방범,1,,,30,,033-640-5332,37.7596,128.906,2025-12-31,,2026-05-22 21:28:50,2026-05-21 16:29:41
4201000,202642010000800030,강원특별자치도 강릉시,강원특별자치도 강릉시 포남동 1060,강원특별자치도 강릉시 포남동 1060,생활방범,1,,,30,,033-640-5332,37.7760,128.911,2025-12-31,,2026-05-22 21:28:50,2026-05-21 16:29:41
4201000,202642010000800031,강원특별자치도 강릉시,강원특별자치도 강릉시 포남동 1060,강원특별자치도 강릉시 포남동 1060,생활방범,1,,,30,,033-640-5332,37.7760,128.911,2025-12-31,,2026-05-22 21:28:50,2026-05-21 16:29:41
4201000,202642010000800032,강원특별자치도 강릉시,강원특별자치도 강릉시 포남동 1060,강원특별자치도 강릉시 포남동 1060,생활방범,1,,,30,,033-640-5332,37.7760,128.911,2025-12-31,,2026-05-22 21:28:50,2026-05-21 16:29:41
4201000,202642010000800033,강원특별자치도 강릉시,강원특별자치도 강릉시 포남동 1060,강원특별자치도 강릉시 포남동 1060,생활방범,1,,,30,,033-640-5332,37.7760,128.911,2025-12-31,,2026-05-22 21:28:50,2026-05-21 16:29:41
4201000,202642010000800034,강원특별자치도 강릉시,강원특별자치도 강릉시 홍제동 118-19,강원특별자치도 강릉시 홍제동 118-19,생활방범,1,,,30,,033-640-5332,37.7524,128.883,2025-12-31,,2026-05-22 21:28:50,2026-05-21 16:29:41
4201000,202642010000800035,강원특별자치도 강릉시,강원특별자치도 강릉시 홍제동 118-19,강원특별자치도 강릉시 홍제동 118-19,생활방범,1,,,30,,033-640-5332,37.7524,128.883,2025-12-31,,2026-05-22 21:28:50,2026-05-21 16:29:41
4201000,202642010000800036,강원특별자치도 강릉시,강원특별자치도 강릉시 홍제동 118-19,강원특별자치도 강릉시 홍제동 118-19,생활방범,1,,,30,,033-640-5332,37.7524,128.883,2025-12-31,,2026-05-22 21:28:50,2026-05-21 16:29:41
4201000,202642010000800037,강원특별자치도 강릉시,강원특별자치도 강릉시 교동 890-29,강원특별자치도 강릉시 교동 890-29,생활방범,1,,,30,,033-640-5332,37.7582,128.888,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800038,강원특별자치도 강릉시,강원특별자치도 강릉시 교동 890-29,강원특별자치도 강릉시 교동 890-29,생활방범,1,,,30,,033-640-5332,37.7582,128.888,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800039,강원특별자치도 강릉시,강원특별자치도 강릉시 교동 890-29,강원특별자치도 강릉시 교동 890-29,생활방범,1,,,30,,033-640-5332,37.7582,128.888,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800040,강원특별자치도 강릉시,강원특별자치도 강릉시 교동 890-29,강원특별자치도 강릉시 교동 890-29,생활방범,1,,,30,,033-640-5332,37.7582,128.888,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800041,강원특별자치도 강릉시,강원특별자치도 강릉시 교동 998-6,강원특별자치도 강릉시 교동 998-6,생활방범,1,,,30,,033-640-5332,37.7561,128.887,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800042,강원특별자치도 강릉시,강원특별자치도 강릉시 교동 998-6,강원특별자치도 강릉시 교동 998-6,생활방범,1,,,30,,033-640-5332,37.7561,128.887,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800043,강원특별자치도 강릉시,강원특별자치도 강릉시 교동 998-6,강원특별자치도 강릉시 교동 998-6,생활방범,1,,,30,,033-640-5332,37.7561,128.887,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800044,강원특별자치도 강릉시,강원특별자치도 강릉시 교동 998-6,강원특별자치도 강릉시 교동 998-6,생활방범,1,,,30,,033-640-5332,37.7561,128.887,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800045,강원특별자치도 강릉시,강원특별자치도 강릉시 교동 931-18,강원특별자치도 강릉시 교동 931-18,생활방범,1,,,30,,033-640-5332,37.7582,128.885,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800046,강원특별자치도 강릉시,강원특별자치도 강릉시 교동 931-18,강원특별자치도 강릉시 교동 931-18,생활방범,1,,,30,,033-640-5332,37.7582,128.885,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800047,강원특별자치도 강릉시,강원특별자치도 강릉시 교동 931-18,강원특별자치도 강릉시 교동 931-18,생활방범,1,,,30,,033-640-5332,37.7582,128.885,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800048,강원특별자치도 강릉시,강원특별자치도 강릉시 노암동 831-8,강원특별자치도 강릉시 노암동 831-8,생활방범,1,,,30,,033-640-5332,37.7462,128.903,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800049,강원특별자치도 강릉시,강원특별자치도 강릉시 노암동 831-8,강원특별자치도 강릉시 노암동 831-8,생활방범,1,,,30,,033-640-5332,37.7462,128.903,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800050,강원특별자치도 강릉시,강원특별자치도 강릉시 노암동 831-8,강원특별자치도 강릉시 노암동 831-8,생활방범,1,,,30,,033-640-5332,37.7462,128.903,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800051,강원특별자치도 강릉시,강원특별자치도 강릉시 노암동 831-8,강원특별자치도 강릉시 노암동 831-8,생활방범,1,,,30,,033-640-5332,37.7462,128.903,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800052,강원특별자치도 강릉시,강원특별자치도 강릉시 주문진읍 교항리 63-1,강원특별자치도 강릉시 주문진읍 교항리 63-1,생활방범,1,,,30,,033-640-5332,37.8804,128.826,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800053,강원특별자치도 강릉시,강원특별자치도 강릉시 주문진읍 교항리 63-1,강원특별자치도 강릉시 주문진읍 교항리 63-1,생활방범,1,,,30,,033-640-5332,37.8804,128.826,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800054,강원특별자치도 강릉시,강원특별자치도 강릉시 주문진읍 교항리 63-1,강원특별자치도 강릉시 주문진읍 교항리 63-1,생활방범,1,,,30,,033-640-5332,37.8804,128.826,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800055,강원특별자치도 강릉시,강원특별자치도 강릉시 주문진읍 교항리 63-1,강원특별자치도 강릉시 주문진읍 교항리 63-1,생활방범,1,,,30,,033-640-5332,37.8804,128.826,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800056,강원특별자치도 강릉시,강원특별자치도 강릉시 주문진읍 향호리 78-47,강원특별자치도 강릉시 주문진읍 향호리 78-47,차량방범,1,,,30,,033-640-5332,37.9167,128.808,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800057,강원특별자치도 강릉시,강원특별자치도 강릉시 주문진읍 향호리 78-47,강원특별자치도 강릉시 주문진읍 향호리 78-47,차량방범,1,,,30,,033-640-5332,37.9167,128.808,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800058,강원특별자치도 강릉시,강원특별자치도 강릉시 지변동 123,강원특별자치도 강릉시 지변동 123,생활방범,1,,,30,,033-640-5332,37.7730,128.873,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800059,강원특별자치도 강릉시,강원특별자치도 강릉시 지변동 123,강원특별자치도 강릉시 지변동 123,생활방범,1,,,30,,033-640-5332,37.7730,128.873,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800060,강원특별자치도 강릉시,강원특별자치도 강릉시 지변동 123,강원특별자치도 강릉시 지변동 123,생활방범,1,,,30,,033-640-5332,37.7730,128.873,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800061,강원특별자치도 강릉시,강원특별자치도 강릉시 포남동 1197-6,강원특별자치도 강릉시 포남동 1197-6,차량방범,1,,,30,,033-640-5332,37.7704,128.904,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800062,강원특별자치도 강릉시,강원특별자치도 강릉시 포남동 1197-6,강원특별자치도 강릉시 포남동 1197-6,차량방범,1,,,30,,033-640-5332,37.7702,128.904,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800063,강원특별자치도 강릉시,강원특별자치도 강릉시 옥천동 210-10,강원특별자치도 강릉시 옥천동 210-10,생활방범,1,,,30,,033-640-5332,37.7598,128.898,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800064,강원특별자치도 강릉시,강원특별자치도 강릉시 옥천동 210-10,강원특별자치도 강릉시 옥천동 210-10,생활방범,1,,,30,,033-640-5332,37.7598,128.898,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800065,강원특별자치도 강릉시,강원특별자치도 강릉시 옥천동 210-10,강원특별자치도 강릉시 옥천동 210-10,생활방범,1,,,30,,033-640-5332,37.7598,128.898,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800066,강원특별자치도 강릉시,강원특별자치도 강릉시 내곡동 291-14,강원특별자치도 강릉시 내곡동 291-14,생활방범,1,,,30,,033-640-5332,37.7361,128.878,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800067,강원특별자치도 강릉시,강원특별자치도 강릉시 내곡동 291-14,강원특별자치도 강릉시 내곡동 291-14,생활방범,1,,,30,,033-640-5332,37.7361,128.878,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800068,강원특별자치도 강릉시,강원특별자치도 강릉시 내곡동 291-14,강원특별자치도 강릉시 내곡동 291-14,생활방범,1,,,30,,033-640-5332,37.7361,128.878,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800069,강원특별자치도 강릉시,강원특별자치도 강릉시 홍제동 968-1,강원특별자치도 강릉시 홍제동 968-1,생활방범,1,,,30,,033-640-5332,37.7481,128.856,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800070,강원특별자치도 강릉시,강원특별자치도 강릉시 홍제동 968-1,강원특별자치도 강릉시 홍제동 968-1,생활방범,1,,,30,,033-640-5332,37.7481,128.856,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800071,강원특별자치도 강릉시,강원특별자치도 강릉시 홍제동 968-1,강원특별자치도 강릉시 홍제동 968-1,생활방범,1,,,30,,033-640-5332,37.7481,128.856,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:41
4201000,202642010000800072,강원특별자치도 강릉시,강원특별자치도 강릉시 회산동 161-8,강원특별자치도 강릉시 회산동 161-8,생활방범,1,,,30,,033-640-5332,37.7414,128.868,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:42
4201000,202642010000800073,강원특별자치도 강릉시,강원특별자치도 강릉시 회산동 161-8,강원특별자치도 강릉시 회산동 161-8,생활방범,1,,,30,,033-640-5332,37.7414,128.868,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:42
4201000,202642010000800074,강원특별자치도 강릉시,강원특별자치도 강릉시 회산동 161-8,강원특별자치도 강릉시 회산동 161-8,생활방범,1,,,30,,033-640-5332,37.7414,128.868,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:42
4201000,202642010000800075,강원특별자치도 강릉시,강원특별자치도 강릉시 교동 137-7,강원특별자치도 강릉시 교동 137-7,차량방범,1,,,30,,033-640-5332,37.7616,128.899,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:42
4201000,202642010000800076,강원특별자치도 강릉시,강원특별자치도 강릉시 교동 137-7,강원특별자치도 강릉시 교동 137-7,차량방범,1,,,30,,033-640-5332,37.7616,128.899,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:42
4201000,202642010000800077,강원특별자치도 강릉시,강원특별자치도 강릉시 교동 137-7,강원특별자치도 강릉시 교동 137-7,차량방범,1,,,30,,033-640-5332,37.7617,128.899,2025-12-31,,2026-05-22 21:28:51,2026-05-21 16:29:42
4201000,202642010000800078,강원특별자치도 강릉시,강원특별자치도 강릉시 교동 137-7,강원특별자치도 강릉시 교동 137-7,차량방범,1,,,30,,033-640-5332,37.7617,128.899,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800079,강원특별자치도 강릉시,강원특별자치도 강릉시 교동 1924,강원특별자치도 강릉시 교동 1924,생활방범,1,,,30,,033-640-5332,37.7665,128.878,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800080,강원특별자치도 강릉시,강원특별자치도 강릉시 교동 1924,강원특별자치도 강릉시 교동 1924,생활방범,1,,,30,,033-640-5332,37.7665,128.878,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800081,강원특별자치도 강릉시,강원특별자치도 강릉시 교동 1924,강원특별자치도 강릉시 교동 1924,생활방범,1,,,30,,033-640-5332,37.7665,128.878,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800082,강원특별자치도 강릉시,강원특별자치도 강릉시 교동 1924,강원특별자치도 강릉시 교동 1924,생활방범,1,,,30,,033-640-5332,37.7665,128.878,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800083,강원특별자치도 강릉시,강원특별자치도 강릉시 금학동 7-2,강원특별자치도 강릉시 금학동 7-2,생활방범,1,,,30,,033-640-5332,37.7541,128.898,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800084,강원특별자치도 강릉시,강원특별자치도 강릉시 금학동 7-2,강원특별자치도 강릉시 금학동 7-2,생활방범,1,,,30,,033-640-5332,37.7541,128.898,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800085,강원특별자치도 강릉시,강원특별자치도 강릉시 금학동 7-2,강원특별자치도 강릉시 금학동 7-2,생활방범,1,,,30,,033-640-5332,37.7541,128.898,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800086,강원특별자치도 강릉시,강원특별자치도 강릉시 임당동 16-11,강원특별자치도 강릉시 임당동 16-11,생활방범,1,,,30,,033-640-5332,37.7573,128.895,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800087,강원특별자치도 강릉시,강원특별자치도 강릉시 임당동 16-11,강원특별자치도 강릉시 임당동 16-11,생활방범,1,,,30,,033-640-5332,37.7573,128.895,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800088,강원특별자치도 강릉시,강원특별자치도 강릉시 임당동 16-11,강원특별자치도 강릉시 임당동 16-11,생활방범,1,,,30,,033-640-5332,37.7573,128.895,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800089,강원특별자치도 강릉시,강원특별자치도 강릉시 임당동 16-11,강원특별자치도 강릉시 임당동 16-11,생활방범,1,,,30,,033-640-5332,37.7573,128.895,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800090,강원특별자치도 강릉시,강원특별자치도 강릉시 구정면 어단리 1361,강원특별자치도 강릉시 구정면 어단리 1361,차량방범,1,,,30,,033-640-5332,37.6985,128.898,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800091,강원특별자치도 강릉시,강원특별자치도 강릉시 구정면 어단리 1361,강원특별자치도 강릉시 구정면 어단리 1361,차량방범,1,,,30,,033-640-5332,37.6985,128.898,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800092,강원특별자치도 강릉시,강원특별자치도 강릉시 구정면 어단리 1361,강원특별자치도 강릉시 구정면 어단리 1361,차량방범,1,,,30,,033-640-5332,37.6988,128.898,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800093,강원특별자치도 강릉시,강원특별자치도 강릉시 구정면 어단리 1361,강원특별자치도 강릉시 구정면 어단리 1361,차량방범,1,,,30,,033-640-5332,37.6988,128.898,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800094,강원특별자치도 강릉시,강원특별자치도 강릉시 노암동 842,강원특별자치도 강릉시 노암동 842,생활방범,1,,,30,,033-640-5332,37.7457,128.902,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800095,강원특별자치도 강릉시,강원특별자치도 강릉시 노암동 842,강원특별자치도 강릉시 노암동 842,생활방범,1,,,30,,033-640-5332,37.7457,128.902,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800096,강원특별자치도 강릉시,강원특별자치도 강릉시 노암동 842,강원특별자치도 강릉시 노암동 842,생활방범,1,,,30,,033-640-5332,37.7457,128.902,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800097,강원특별자치도 강릉시,강원특별자치도 강릉시 노암동 842,강원특별자치도 강릉시 노암동 842,생활방범,1,,,30,,033-640-5332,37.7457,128.902,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800098,강원특별자치도 강릉시,강원특별자치도 강릉시 포남동 1197-8,강원특별자치도 강릉시 포남동 1197-8,생활방범,1,,,30,,033-640-5332,37.7690,128.902,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800099,강원특별자치도 강릉시,강원특별자치도 강릉시 포남동 1197-8,강원특별자치도 강릉시 포남동 1197-8,생활방범,1,,,30,,033-640-5332,37.7690,128.902,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800100,강원특별자치도 강릉시,강원특별자치도 강릉시 포남동 1197-8,강원특별자치도 강릉시 포남동 1197-8,생활방범,1,,,30,,033-640-5332,37.7690,128.902,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800101,강원특별자치도 강릉시,강원특별자치도 강릉시 포남동 1197-8,강원특별자치도 강릉시 포남동 1197-8,생활방범,1,,,30,,033-640-5332,37.7690,128.902,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800102,강원특별자치도 강릉시,강원특별자치도 강릉시 안현동 878,강원특별자치도 강릉시 안현동 878,생활방범,1,,,30,,033-640-5332,37.8041,128.904,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800103,강원특별자치도 강릉시,강원특별자치도 강릉시 안현동 878,강원특별자치도 강릉시 안현동 878,생활방범,1,,,30,,033-640-5332,37.8041,128.904,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800104,강원특별자치도 강릉시,강원특별자치도 강릉시 안현동 878,강원특별자치도 강릉시 안현동 878,생활방범,1,,,30,,033-640-5332,37.8041,128.904,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800105,강원특별자치도 강릉시,강원특별자치도 강릉시 천남리 366-10,강원특별자치도 강릉시 천남리 366-10,생활방범,1,,,30,,033-640-5332,37.6029,129.035,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
4201000,202642010000800106,강원특별자치도 강릉시,강원특별자치도 강릉시 천남리 366-10,강원특별자치도 강릉시 천남리 366-10,생활방범,1,,,30,,033-640-5332,37.6029,129.035,2025-12-31,,2026-05-22 21:28:40,2026-05-21 16:29:42
